genreA,genreB,movie
comedy horror,romance,Bride of Chucky (Child's Play 4) (1998)
comedy horror,romance,Dance with the Devil (Perdita Durango) (1997)
comedy horror,romance,Life After Beth (2014)
comedy horror,romance,Teen Wolf Too (1987)
comedy horror,romance,[REC]³ 3 Génesis (2012)
comedy horror,romance,"Invisible Woman, The (1940)"
comedy horror,romance,Dr. Phibes Rises Again (1972)
comedy horror,romance,So I Married an Axe Murderer (1993)
comedy horror,romance,"Ghost and Mr. Chicken, The (1966)"
comedy horror,romance,Killer Condom (Kondom des Grauens) (1996)
comedy horror,romance,My Sucky Teen Romance (2011)
mystery,romance,Diva (1981)
mystery,romance,Magic (1978)
mystery,romance,Don 2 (2011)
mystery,romance,Safe Haven (2013)
mystery,romance,My Favorite Brunette (1947)
mystery,romance,Quid Pro Quo (2008)
mystery,romance,In a Lonely Place (1950)
mystery,romance,Red White & Blue (2010)
mystery,romance,3 Blind Mice (2003)
mystery,romance,"Terror, The (1963)"
mystery,romance,U Turn (1997)
mystery,romance,"Oxford Murders, The (2007)"
mystery,romance,Evelyn Prentice (1934)
mystery,romance,Arsène Lupin (2004)
mystery,romance,Rhino Season (Fasle kargadan) (2012) 
mystery,romance,Head Over Heels (2001)
mystery,romance,Audition (Ôdishon) (1999)
mystery,romance,"Red Squirrel, The (Ardilla roja, La) (1993)"
mystery,romance,Lupin III: First Contact (Rupan Sansei: Faasuto Kontakuto) (2002)
mystery,romance,Fireworks Wednesday (Chaharshanbe-soori) (2006)
mystery,romance,Original Sin (2001)
mystery,romance,Boxing Helena (1993)
mystery,romance,"Curious Case of Benjamin Button, The (2008)"
mystery,romance,I Am Dina (2002)
mystery,romance,Deadline at Dawn (1946)
mystery,romance,Pursuit to Algiers (1945)
mystery,romance,Desperately Seeking Susan (1985)
mystery,romance,Here Without Me (Inja bedoone man) (2011)
mystery,romance,"Intruder, The (1999)"
mystery,romance,Spellbound (1945)
mystery,romance,Allegro (2005)
mystery,romance,Passion of Mind (2000)
mystery,romance,Let Me In (2010)
mystery,romance,"Story of Marie and Julien, The (Histoire de Marie et Julien) (2003)"
mystery,romance,Blondes at Work (1938)
mystery,romance,Memories of Matsuko (Kiraware Matsuko no isshô) (2006)
mystery,romance,Lost Highway (1997)
mystery,romance,Palmetto (1998)
mystery,romance,"Truth About Charlie, The (2002)"
mystery,romance,Masquerade (1988)
mystery,romance,Song of the Thin Man (1947)
mystery,romance,Fallen Angel (1945)
mystery,romance,Rouge (Yin ji kau) (1988)
mystery,romance,V. I. Warshawski (1991)
mystery,romance,Northern Lights (2009)
mystery,romance,Harry Potter and the Half-Blood Prince (2009)
mystery,romance,Unconscious (Inconscientes) (2004)
mystery,romance,The Girl in a Swing (1988)
mystery,romance,Sleepy Hollow (1999)
mystery,romance,"Red Violin, The (Violon rouge, Le) (1998)"
mystery,romance,"Lady Vanishes, The (1979)"
mystery,romance,Daar (1993)
mystery,romance,Bulldog Drummond Escapes (1937)
mystery,romance,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)"
mystery,romance,"Past, The (Le passé) (2013)"
mystery,romance,Dead Again (1991)
mystery,romance,"Double Hour, The (La doppia ora) (2009)"
mystery,romance,Night of Dark Shadows (1971)
mystery,romance,"Million Dollar Hotel, The (2001)"
mystery,romance,Three Colors: Red (Trois couleurs: Rouge) (1994)
mystery,romance,"Faraway, So Close (In weiter Ferne, so nah!) (1993)"
mystery,romance,They Only Kill Their Masters (1972)
mystery,romance,"Great Magician, The (Daai mo seut si) (2011)"
mystery,romance,Dead Awake (2010)
mystery,romance,Lust for Gold (1949)
mystery,romance,Whistling in Brooklyn (1943)
mystery,romance,Twice-Told Tales (1963)
mystery,romance,Simon Magus (1999)
mystery,romance,Backfire (1950)
mystery,romance,"Love of Siam, The (Rak haeng Siam) (2007)"
mystery,romance,Lady in the Lake (1947)
mystery,romance,Jagged Edge (1985)
mystery,romance,Chungking Express (Chung Hing sam lam) (1994)
mystery,romance,PK (2014)
mystery,romance,Lady on a Train (1945)
mystery,romance,Lupin III: Sweet Lost Night (Rupan Sansei: Sweet Lost Night) (2008)
mystery,romance,Gilda (1946)
mystery,romance,"Woman in White, The (1948)"
mystery,romance,Caótica Ana (2007)
mystery,romance,Air Hawks (1935)
mystery,romance,Breaking the Waves (1996)
mystery,romance,Tall in the Saddle (1944)
mystery,romance,Birth (2004)
mystery,romance,Joe Dirt (2001)
mystery,romance,Survive Style 5+ (2004)
mystery,romance,Scoop (2006)
mystery,romance,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)"
mystery,romance,Rebecca (1940)
mystery,romance,Deception (2008)
mystery,romance,"Illusionist, The (2006)"
mystery,romance,"Uninvited, The (1944)"
mystery,romance,Vibes (1988)
mystery,romance,In the Cut (2003)
mystery,romance,Incendiary (2008)
mystery,romance,Charade (1963)
mystery,romance,Blindness (2008)
mystery,romance,1 (2014)
mystery,romance,Stratosphere Girl (2004)
mystery,romance,Penguin Pool Murder (1932)
mystery,romance,"Beast, The (La bête) (1975)"
mystery,romance,Marnie (1964)
mystery,romance,Midnight Bayou (2009)
mystery,romance,I Wake Up Screaming (1941)
mystery,romance,3 A.M. (2001)
mystery,romance,The Princess Comes Across (1936)
mystery,romance,Stage Fright (1950)
mystery,romance,Topper Returns (1941)
mystery,romance,To Catch a Thief (1955)
mystery,romance,Radioland Murders (1994)
mystery,romance,"Signal, The (Señal, La) (2007)"
mystery,romance,Vanilla Sky (2001)
mystery,romance,Dangerous Liaisons (2012)
mystery,romance,Shanghai (2010)
mystery,romance,"Pelican Brief, The (1993)"
mystery,romance,Flesh and Bone (1993)
mystery,romance,Only God Knows (Sólo Dios Sabe) (2006)
mystery,romance,After the Thin Man (1936)
mystery,romance,Tribute (2009)
mystery,romance,Light Gradient (2009)
mystery,romance,Oscar (1991)
mystery,romance,"Good Time Girls, The (Bonnes femmes, Les) (1960)"
mystery,romance,Blade of the Ripper (1971)
mystery,romance,"Avventura, L' (Adventure, The) (1960)"
mystery,romance,Last Year at Marienbad (L'Année dernière à Marienbad) (1961)
mystery,romance,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)"
mystery,romance,The Phantom of the Opera (1990)
mystery,romance,21 Grams (2003)
mystery,romance,Love Letters (1945)
mystery,romance,"Genova (Summer in Genoa, A) (2008)"
mystery,romance,"Phantom Lover, The (Ye ban ge sheng) (1995)"
mystery,romance,"Paradine Case, The (1947)"
mystery,romance,Dream (Bi-mong) (2008)
mystery,romance,My Cousin Rachel (1952)
mystery,romance,"Daytrippers, The (1996)"
mystery,romance,"Curve, The (Dead Man's Curve) (1998)"
mystery,romance,You'll Find Out (1940)
mystery,romance,Gabbeh (1996)
mystery,romance,Backlash (1956)
mystery,romance,Sommersby (1993)
mystery,romance,Vertigo (1958)
mystery,romance,Dorm Daze (National Lampoon Presents Dorm Daze) (2003)
mystery,romance,Inherent Vice (2014)
mystery,romance,Wicker Park (2004)
mystery,romance,"Mortal Instruments: City of Bones, The (2013)"
mystery,romance,I Will Follow You Into the Dark (2012)
mystery,romance,Kaho Naa... Pyaar Hai (2000)
mystery,romance,Frequencies (2013)
mystery,romance,Conspiracy Theory (1997)
mystery,romance,Who's That Girl? (1987)
mystery,romance,All Good Things (2010)
mystery,romance,"Girl, The (2000)"
mystery,romance,Never Talk to Strangers (1995)
mystery,romance,"Big Easy, The (1987)"
mystery,romance,Maniac (1963)
mystery,romance,Johnny Eager (1942)
mystery,romance,Possession (2009)
mystery,romance,"Other Man, The (2008)"
mystery,romance,"Inner Life of Martin Frost, The (2007)"
mystery,romance,Time (Shi gan) (2006)
mystery,romance,Another Thin Man (1939)
mystery,romance,Love at Large (1990)
mystery,romance,"Barbarian Invasions, The (Les invasions barbares) (2003)"
mystery,romance,Between Your Legs (Entre las piernas) (1999)
mystery,romance,Killing Me Softly (2002)
mystery,romance,High Noon (2009)
mystery,romance,Queen of the Amazons (1947)
mystery,romance,Deadly Circuit (Mortelle randonnée) (1983)
mystery,romance,Rhinoceros (1974)
mystery,romance,Wanda Nevada (1979)
mystery,romance,"Mad Miss Manton, The (1938)"
mystery,romance,"Night to Remember, A (1942)"
mystery,romance,"Groundstar Conspiracy, The (1972)"
mystery,romance,Solaris (2002)
mystery,romance,Caribe (2004)
mystery,romance,Wild at Heart (1990)
mystery,romance,Adventures of Kitty O'Day (Kitty O'Day Comes Through) (1945)
mystery,romance,Abandon (2002)
mystery,romance,The Forbidden Room (2015)
mystery,romance,Station West (1948)
mystery,romance,Come Dance with Me! (1959)
mystery,romance,Three Days of the Condor (3 Days of the Condor) (1975)
mystery,romance,Winter's Tale (2014)
mystery,romance,They Might Be Giants (1971)
mystery,romance,Hostage (2005)
mystery,romance,North by Northwest (1959)
mystery,romance,Portrait of Jennie (1948)
mystery,romance,Passengers (2008)
mystery,romance,Arsène Lupin (1932)
mystery,romance,What Have They Done to Your Daughters? (1974)
mystery,romance,Yesterday Was a Lie (2008)
mystery,romance,Practical Magic (1998)
mystery,romance,"Apartment, The (Appartement, L') (1996)"
mystery,romance,None But the Lonely Heart (1944)
mystery,romance,Dragonfly (2002)
mystery,romance,White Bird in a Blizzard (2014)
mystery,romance,Night Train To Lisbon (2013)
mystery,romance,Star of Midnight (1935)
mystery,romance,Fur: An Imaginary Portrait of Diane Arbus (2006)
mystery,romance,Lone Star (1996)
mystery,romance,Experiment Perilous (1944)
mystery,romance,Agatha (1979)
mystery,romance,Julia and Julia (Giulia e Giulia) (1987)
mystery,romance,Lulu on the Bridge (1998)
mystery,romance,Once Upon a Honeymoon (1942)
mystery,romance,Dark Passage (1947)
mystery,romance,Svidd Neger (2003)
mystery,romance,Carolina Moon (2007)
mystery,romance,"Quiet American, The (2002)"
mystery,romance,"Presidio, The (1988)"
romance,sci-fi,"I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)"
romance,sci-fi,Daybreak (1993)
romance,sci-fi,Click (2006)
romance,sci-fi,Divergent (2014)
romance,sci-fi,Mad Love (1935)
romance,sci-fi,"Adjustment Bureau, The (2011)"
romance,sci-fi,Upside Down (2012)
romance,sci-fi,Madonna's Pig (2011)
romance,sci-fi,Beast from Haunted Cave (1959)
romance,sci-fi,"Host, The (2013)"
romance,sci-fi,Clone (Womb) (2010)
romance,sci-fi,In Your Eyes (2014)
romance,sci-fi,Somewhere in Time (1980)
romance,sci-fi,"Three Musketeers, The (2011)"
romance,sci-fi,One Million B.C. (1940)
romance,sci-fi,Kate & Leopold (2001)
romance,sci-fi,Woman in the Moon (By Rocket to the Moon) (Frau im Mond) (1929)
romance,sci-fi,Edward Scissorhands (1990)
romance,sci-fi,The Butterfly Effect 2 (2006)
romance,sci-fi,"Fountain, The (2006)"
romance,sci-fi,Allegro (2005)
romance,sci-fi,Peggy Sue Got Married (1986)
romance,sci-fi,"Sound of Thunder, A (2005)"
romance,sci-fi,Futurama: The Beast with a Billion Backs (2008)
romance,sci-fi,King Kong (1976)
romance,sci-fi,About Time (2013)
romance,sci-fi,Four Sided Triangle (1953)
romance,sci-fi,Aelita: The Queen of Mars (Aelita) (1924)
romance,sci-fi,It's All About Love (2003)
romance,sci-fi,Prince of Persia: The Sands of Time (2010)
romance,sci-fi,"Werewolf Boy, A (Neuk-dae-so-nyeon) (2012)"
romance,sci-fi,Ten Minutes Older: The Cello (2002)
romance,sci-fi,Mind Game (2004)
romance,sci-fi,Electric Dreams (1984)
romance,sci-fi,"Time Traveler's Wife, The (2009)"
romance,sci-fi,Open Your Eyes (Abre los ojos) (1997)
romance,sci-fi,Lucia (2013)
romance,sci-fi,"Lake House, The (2006)"
romance,sci-fi,Lost in Austen (2008)
romance,sci-fi,"Saint, The (1997)"
romance,sci-fi,Eternal Sunshine of the Spotless Mind (2004)
romance,sci-fi,2046 (2004)
romance,sci-fi,Armageddon (1998)
romance,sci-fi,"Man from the Future, The (O Homem do Futuro) (2011)"
romance,sci-fi,Squirm (1976)
romance,sci-fi,12:01 (1993)
romance,sci-fi,Silent Rage (1982)
romance,sci-fi,"20,000 Leagues Under the Sea (1997)"
romance,sci-fi,"World, the Flesh and the Devil, The (1959)"
romance,sci-fi,Choose Me (1984)
romance,sci-fi,Creator (1985)
romance,sci-fi,Weird Science (1985)
romance,sci-fi,Origin: Spirits of the Past (Gin-iro no kami no Agito) (2006)
romance,sci-fi,Twice-Told Tales (1963)
romance,sci-fi,Forever Young (1992)
romance,sci-fi,The UFO Incident (1975)
romance,sci-fi,If Only (2004)
romance,sci-fi,Charly (1968)
romance,sci-fi,Elle: A Modern Cinderella Tale (2011)
romance,sci-fi,Heartbeeps (1981)
romance,sci-fi,Il Mare (Siworae) (2000)
romance,sci-fi,"World's End, The (2013)"
romance,sci-fi,"Nutty Professor, The (1963)"
romance,sci-fi,Air Hawks (1935)
romance,sci-fi,"Treasure Hunter, The (Ci ling) (2009)"
romance,sci-fi,Groundhog Day (1993)
romance,sci-fi,Bicentennial Man (1999)
romance,sci-fi,What Women Want (2000)
romance,sci-fi,These Are the Damned (a.k.a. The Damned) (1963)
romance,sci-fi,Comet (2014)
romance,sci-fi,Krrish (2006)
romance,sci-fi,"Man from Planet X, The (1951)"
romance,sci-fi,"Invisible Woman, The (1940)"
romance,sci-fi,Earth Girls Are Easy (1988)
romance,sci-fi,"Kid in King Arthur's Court, A (1995)"
romance,sci-fi,WALL·E (2008)
romance,sci-fi,Youth Without Youth (2007)
romance,sci-fi,Star Trek: Insurrection (1998)
romance,sci-fi,Killer Condom (Kondom des Grauens) (1996)
romance,sci-fi,Time of Eve (Eve no jikan) (2010)
romance,sci-fi,"Island of Dr. Moreau, The (1977)"
romance,sci-fi,Mega Piranha (2010)
romance,sci-fi,Meet Dave (2008)
romance,sci-fi,She (1965)
romance,sci-fi,"Piano Tuner of Earthquakes, The (2005)"
romance,sci-fi,"Postman, The (1997)"
romance,sci-fi,Codependent Lesbian Space Alien Seeks Same (2011)
romance,sci-fi,Vanilla Sky (2001)
romance,sci-fi,Cinderella (2015)
romance,sci-fi,Love Story 2050 (2008)
romance,sci-fi,Phenomenon (1996)
romance,sci-fi,Starman (1984)
romance,sci-fi,Spring (2015)
romance,sci-fi,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)"
romance,sci-fi,Simone (S1m0ne) (2002)
romance,sci-fi,Mary Shelley's Frankenstein (Frankenstein) (1994)
romance,sci-fi,"Last Man, The (2000)"
romance,sci-fi,Natural City (2003)
romance,sci-fi,Nutty Professor II: The Klumps (2000)
romance,sci-fi,Strange Invaders (1983)
romance,sci-fi,Franklyn (2008)
romance,sci-fi,Her (2013)
romance,sci-fi,Tumannost Andromedy (1967)
romance,sci-fi,Junior (1994)
romance,sci-fi,Return of the Living Dead 3 (1993)
romance,sci-fi,Island of Lost Souls (1932)
romance,sci-fi,Godzilla Raids Again (Gojira no gyakushû) (1955)
romance,sci-fi,Five Weeks in a Balloon (1962)
romance,sci-fi,"Mortal Instruments: City of Bones, The (2013)"
romance,sci-fi,Howl's Moving Castle (Hauru no ugoku shiro) (2004)
romance,sci-fi,Delicatessen (1991)
romance,sci-fi,Happy Accidents (2000)
romance,sci-fi,Frequencies (2013)
romance,sci-fi,Mom and Dad Save the World (1992)
romance,sci-fi,The Frame (2014)
romance,sci-fi,Warm Bodies (2013)
romance,sci-fi,RocketMan (a.k.a. Rocket Man) (1997)
romance,sci-fi,TiMER (2009)
romance,sci-fi,Seeking a Friend for the End of the World (2012)
romance,sci-fi,"Pier, The (Jetée, La) (1962)"
romance,sci-fi,"Mistress of Spices, The (2005)"
romance,sci-fi,"Little Girl Who Conquered Time, The (Toki o kakeru shôjo) (1983)"
romance,sci-fi,Red Planet (2000)
romance,sci-fi,Insurgent (2015)
romance,sci-fi,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)"
romance,sci-fi,Wild Zero (2000)
romance,sci-fi,Voices of a Distant Star (Hoshi no koe) (2003)
romance,sci-fi,When Dinosaurs Ruled the Earth (1970)
romance,sci-fi,Code 46 (2003)
romance,sci-fi,Extraterrestrial (Extraterrestre) (2011)
romance,sci-fi,My Future Boyfriend (2011)
romance,sci-fi,Real Genius (1985)
romance,sci-fi,Making Mr. Right (1987)
romance,sci-fi,Never Let Me Go (2010)
romance,sci-fi,Solaris (2002)
romance,sci-fi,Inuyasha the Movie: The Castle Beyond the Looking Glass (2002)
romance,sci-fi,"Groundstar Conspiracy, The (1972)"
romance,sci-fi,Cyborg Girl (Boku no kanojo wa saibôgu) (2008)
romance,sci-fi,Bridge of Dragons (1999)
romance,sci-fi,Perfect Sense (2011)
romance,sci-fi,My Stepmother Is an Alien (1988)
romance,sci-fi,Southland Tales (2006)
romance,sci-fi,Free Enterprise (1998)
romance,sci-fi,Teknolust (2002)
romance,sci-fi,Upstream Color (2013)
romance,sci-fi,Aurora (2012)
romance,sci-fi,Midnight in Paris (2011)
romance,sci-fi,"Nutty Professor, The (1996)"
romance,sci-fi,Ruby Red (2013)
romance,sci-fi,Memoirs of an Invisible Man (1992)
romance,sci-fi,Yesterday Was a Lie (2008)
romance,sci-fi,"10,000 BC (2008)"
romance,sci-fi,Dragonfly (2002)
romance,sci-fi,Miracle Mile (1989)
romance,sci-fi,Cherry 2000 (1987)
romance,sci-fi,Another Earth (2011)
romance,sci-fi,I Love Sarah Jane (2008)
romance,sci-fi,"Matter of Life and Death, A (Stairway to Heaven) (1946)"
romance,sci-fi,"Place Promised in Our Early Days, The (Kumo no mukô, yakusoku no basho) (2004)"
romance,sci-fi,Koi... Mil Gaya (2003)
romance,sci-fi,Mr. Nobody (2009)
romance,sci-fi,Safety Not Guaranteed (2012)
romance,sci-fi,"Fly, The (1986)"
erotic,romance,Can't Buy Me Love (1987)
erotic,romance,Red White & Blue (2010)
erotic,romance,Quills (2000)
erotic,romance,Death In Love (2008)
erotic,romance,Dangerous Liaisons (1988)
erotic,romance,Fifty Shades of Grey (2015)
erotic,romance,Original Sin (2001)
erotic,romance,Boxing Helena (1993)
erotic,romance,Last Tango in Paris (Ultimo tango a Parigi) (1972)
erotic,romance,"Last Mistress, The (vieille maîtresse, Une) (2007)"
erotic,romance,Fraternity Vacation (1985)
erotic,romance,Romance (1999)
erotic,romance,30 Beats (2012)
erotic,romance,Sex and Lucia (Lucía y el sexo) (2001)
erotic,romance,Kama Sutra: A Tale of Love (1996)
erotic,romance,Bilitis (1977)
erotic,romance,Lady Chatterley's Lover (1981)
erotic,romance,Magic Mike (2012)
erotic,romance,White Palace (1990)
erotic,romance,The Girl in a Swing (1988)
erotic,romance,Blue Is the Warmest Color (La vie d'Adèle) (2013)
erotic,romance,Bolero (1984)
erotic,romance,Blissfully Yours (Sud sanaeha) (2002)
erotic,romance,Close My Eyes (1991)
erotic,romance,Damage (Fatale) (1992)
erotic,romance,Against All Odds (1984)
erotic,romance,Casual Sex? (1988)
erotic,romance,9 Songs (2004)
erotic,romance,"Night in Heaven, A (1983)"
erotic,romance,Pretty Baby (1978)
erotic,romance,"Piano Teacher, The (La pianiste) (2001)"
erotic,romance,"Bullfighter, The (Matador) (1986)"
erotic,romance,Blue Valentine (2010)
erotic,romance,"Lust, Caution (Se, jie) (2007)"
erotic,romance,Bitter Moon (1992)
erotic,romance,Bad Timing: A Sensual Obsession (1980)
erotic,romance,"Unbearable Lightness of Being, The (1988)"
erotic,romance,Deception (2008)
erotic,romance,"Affair of Love, An (Liaison pornographique, Une) (1999)"
erotic,romance,Deep in the Valley (American Hot Babes) (2009)
erotic,romance,In the Cut (2003)
erotic,romance,Guilty of Romance (Koi no tsumi) (2011) 
erotic,romance,Crimes of Passion (1984)
erotic,romance,"Beast, The (La bête) (1975)"
erotic,romance,1-900 (06) (1994)
erotic,romance,Dangerous Liaisons (2012)
erotic,romance,Sex and the City 2 (2010)
erotic,romance,Another Nine & a Half Weeks (Love in Paris) (9 1/2 Weeks II) (Another 9 1/2 Weeks) (1997)
erotic,romance,A Summer in St. Tropez (1983)
erotic,romance,Shortbus (2006)
erotic,romance,Survival Island (Three) (2005)
erotic,romance,Stay as You Are (1978)
erotic,romance,Jason's Lyric (1994)
erotic,romance,Cousins in Love (a.k.a. Tender Cousins) (Tendres Cousines) (1980)
erotic,romance,Never Talk to Strangers (1995)
erotic,romance,"Exterminating Angels, The (anges exterminateurs, Les) (2006)"
erotic,romance,Two Moon Junction (1988)
erotic,romance,Love and Other Drugs (2010)
erotic,romance,Final Analysis (1992)
erotic,romance,Stranger by the Lake (L'inconnu du lac) (2013)
erotic,romance,Killing Me Softly (2002)
erotic,romance,Mighty Aphrodite (1995)
erotic,romance,Turkish Delight (Turks fruit) (1973)
erotic,romance,"Perils of Gwendoline in the Land of the Yik Yak, The (1984)"
erotic,romance,Miranda (2002)
erotic,romance,"40-Year-Old Virgin, The (2005)"
erotic,romance,Grand Masti (2013)
erotic,romance,Wild Orchid (1990)
erotic,romance,Blown Away (1993)
erotic,romance,Leaving Las Vegas (1995)
erotic,romance,Deuce Bigalow: Male Gigolo (1999)
erotic,romance,In the Realm of the Senses (Ai no corrida) (1976)
erotic,romance,Birthday Girl (2001)
erotic,romance,"Hot Spot, The (1990)"
erotic,romance,9 1/2 Weeks (Nine 1/2 Weeks) (1986)
erotic,romance,Live Flesh (Carne trémula) (1997)
erotic,romance,Threesome (1994)
erotic,romance,Bound (1996)
erotic,romance,Fire (1996)
erotic,romance,In Secret (2013)
erotic,romance,Premiers désirs (1984)
erotic,romance,Emmanuelle (1974)
erotic,romance,Lie with Me (2005)
erotic,romance,"Story of O, The (Histoire d'O) (1975)"
political,romance,"Host, The (2013)"
political,romance,Code 46 (2003)
political,romance,Divergent (2014)
political,romance,Howl's Moving Castle (Hauru no ugoku shiro) (2004)
political,romance,WALL·E (2008)
political,romance,Delicatessen (1991)
political,romance,Franklyn (2008)
political,romance,"Pier, The (Jetée, La) (1962)"
political,romance,Never Let Me Go (2010)
political,romance,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)"
political,romance,Seven Days in May (1964)
political,romance,Upside Down (2012)
political,romance,Insurgent (2015)
political,romance,It's All About Love (2003)
political,romance,"Postman, The (1997)"
political,romance,Southland Tales (2006)
political,romance,Natural City (2003)
political,romance,Blindness (2008)
dystopia,romance,"Host, The (2013)"
dystopia,romance,Code 46 (2003)
dystopia,romance,Divergent (2014)
dystopia,romance,WALL·E (2008)
dystopia,romance,Delicatessen (1991)
dystopia,romance,Franklyn (2008)
dystopia,romance,"Pier, The (Jetée, La) (1962)"
dystopia,romance,Never Let Me Go (2010)
dystopia,romance,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)"
dystopia,romance,Upside Down (2012)
dystopia,romance,Insurgent (2015)
dystopia,romance,It's All About Love (2003)
dystopia,romance,"Postman, The (1997)"
dystopia,romance,Southland Tales (2006)
dystopia,romance,Natural City (2003)
dystopia,romance,Blindness (2008)
neo-noir,romance,1 (2014)
neo-noir,romance,"Cooler, The (2003)"
neo-noir,romance,Shoot the Piano Player (Tirez sur le pianiste) (1960)
neo-noir,romance,Final Analysis (1992)
neo-noir,romance,Dead Again (1991)
neo-noir,romance,Against All Odds (1984)
neo-noir,romance,Shanghai (2010)
neo-noir,romance,Butterfly Kiss (1995)
neo-noir,romance,Deadly Circuit (Mortelle randonnée) (1983)
neo-noir,romance,Monsieur Hire (1989)
neo-noir,romance,"Postman Always Rings Twice, The (1981)"
neo-noir,romance,Suzhou River (Suzhou he) (2000)
neo-noir,romance,Franklyn (2008)
neo-noir,romance,"Mississippi Mermaid (Sirène du Mississipi, La) (1969)"
neo-noir,romance,Lost Highway (1997)
neo-noir,romance,Yesterday Was a Lie (2008)
neo-noir,romance,"Truth or Consequences, N.M. (1997)"
neo-noir,romance,Palmetto (1998)
neo-noir,romance,"Hot Spot, The (1990)"
neo-noir,romance,"Truth About Charlie, The (2002)"
neo-noir,romance,Bound (1996)
neo-noir,romance,In the Cut (2003)
neo-noir,romance,Never Talk to Strangers (1995)
neo-noir,romance,Purple Rain (1984)
neo-noir,romance,"Big Easy, The (1987)"
neo-noir,romance,"Presidio, The (1988)"
neo-noir,romance,Lolita (1997)
post-apocalyptic,romance,"Host, The (2013)"
post-apocalyptic,romance,Origin: Spirits of the Past (Gin-iro no kami no Agito) (2006)
post-apocalyptic,romance,"Sound of Thunder, A (2005)"
post-apocalyptic,romance,Warm Bodies (2013)
post-apocalyptic,romance,Divergent (2014)
post-apocalyptic,romance,I Love Sarah Jane (2008)
post-apocalyptic,romance,"World, the Flesh and the Devil, The (1959)"
post-apocalyptic,romance,WALL·E (2008)
post-apocalyptic,romance,Delicatessen (1991)
post-apocalyptic,romance,"Pier, The (Jetée, La) (1962)"
post-apocalyptic,romance,Insurgent (2015)
post-apocalyptic,romance,"Postman, The (1997)"
post-apocalyptic,romance,Southland Tales (2006)
post-apocalyptic,romance,Natural City (2003)
post-apocalyptic,romance,"World's End, The (2013)"
post-apocalyptic,romance,Cherry 2000 (1987)
film noir,romance,"Cooler, The (2003)"
film noir,romance,My Favorite Brunette (1947)
film noir,romance,The Beast of the City (1932)
film noir,romance,In a Lonely Place (1950)
film noir,romance,Shoot the Piano Player (Tirez sur le pianiste) (1960)
film noir,romance,Rhino Season (Fasle kargadan) (2012) 
film noir,romance,Deadline at Dawn (1946)
film noir,romance,"Woman's Face, A (1941)"
film noir,romance,Here Without Me (Inja bedoone man) (2011)
film noir,romance,Spellbound (1945)
film noir,romance,Suzhou River (Suzhou he) (2000)
film noir,romance,Lost Highway (1997)
film noir,romance,"Place in the Sun, A (1951)"
film noir,romance,Palmetto (1998)
film noir,romance,"Truth About Charlie, The (2002)"
film noir,romance,Separate Tables (1958)
film noir,romance,Fallen Angel (1945)
film noir,romance,Purple Rain (1984)
film noir,romance,I See a Dark Stranger (1946)
film noir,romance,The Face Behind the Mask (1941)
film noir,romance,"Bigamist, The (1953)"
film noir,romance,Dead Again (1991)
film noir,romance,Against All Odds (1984)
film noir,romance,They Live by Night (1949)
film noir,romance,"Double Hour, The (La doppia ora) (2009)"
film noir,romance,Flamingo Road (1949)
film noir,romance,Born to Kill (1947)
film noir,romance,Moontide (1942)
film noir,romance,Backfire (1950)
film noir,romance,Lady in the Lake (1947)
film noir,romance,Lady on a Train (1945)
film noir,romance,Gilda (1946)
film noir,romance,"Woman in White, The (1948)"
film noir,romance,"Woman on the Beach, The (1947)"
film noir,romance,Bitter Moon (1992)
film noir,romance,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
film noir,romance,"Man Between, The (1953)"
film noir,romance,"Mississippi Mermaid (Sirène du Mississipi, La) (1969)"
film noir,romance,Scandal Sheet (1952)
film noir,romance,"Classe Tous Risques (Big Risk, The) (1960)"
film noir,romance,In the Cut (2003)
film noir,romance,Where Danger Lives (1950)
film noir,romance,1 (2014)
film noir,romance,Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma) (1990)
film noir,romance,To Have and Have Not (1944)
film noir,romance,I Wake Up Screaming (1941)
film noir,romance,"Signal, The (Señal, La) (2007)"
film noir,romance,Shanghai (2010)
film noir,romance,Monsieur Hire (1989)
film noir,romance,"Paradine Case, The (1947)"
film noir,romance,"Postman Always Rings Twice, The (1981)"
film noir,romance,"Petrified Forest, The (1936)"
film noir,romance,London Boulevard (2010)
film noir,romance,"Furies, The (1950)"
film noir,romance,"Key, The (1958)"
film noir,romance,Franklyn (2008)
film noir,romance,Notorious (1946)
film noir,romance,Sirocco (1951)
film noir,romance,"Set-Up, The (1949)"
film noir,romance,Queen Bee (1955)
film noir,romance,Borderline (1950)
film noir,romance,Never Talk to Strangers (1995)
film noir,romance,"Big Easy, The (1987)"
film noir,romance,"Postman Always Rings Twice, The (1946)"
film noir,romance,Johnny Eager (1942)
film noir,romance,Lolita (1997)
film noir,romance,Final Analysis (1992)
