genre,movie
film noir,Man Bites Dog (C'est arrivé près de chez vous) (1992)
film noir,"Big Combo, The (1955)"
film noir,Bluebeard (1944)
film noir,Key Largo (1948)
film noir,Jail Bait (1954)
film noir,Brown's Requiem (1998)
film noir,"Asphalt Jungle, The (1950)"
film noir,Railroaded! (1947)
film noir,Impact (1949)
film noir,Double Indemnity (1944)
film noir,"Place in the Sun, A (1951)"
film noir,"Postman Always Rings Twice, The (1981)"
film noir,Lured (1947)
film noir,"Man with the Golden Arm, The (1955)"
film noir,Blood Simple (1984)
film noir,Angel Heart (1987)
film noir,One False Move (1992)
film noir,Shaft (1971)
film noir,"Ace in the Hole (Big Carnival, The) (1951)"
film noir,"Sugarland Express, The (1974)"
film noir,"Hot Spot, The (1990)"
film noir,Shaft in Africa (1973)
film noir,Shaft's Big Score! (1972)
film noir,Croupier (1998)
film noir,"Spiral Staircase, The (1946)"
film noir,Circus (2000)
film noir,Get Carter (1971)
film noir,"Strange Love of Martha Ivers, The (1946)"
film noir,Detour (1945)
film noir,House of Games (1987)
film noir,At Close Range (1986)
film noir,Best Seller (1987)
film noir,"Big Easy, The (1987)"
film noir,Manhunter (1986)
film noir,Memento (2000)
film noir,Rififi (Du rififi chez les hommes) (1955)
film noir,Unlawful Entry (1992)
film noir,Shadows and Fog (1991)
film noir,Kiss Me Deadly (1955)
film noir,Sweet Smell of Success (1957)
film noir,D.O.A. (1988)
film noir,Stormy Monday (1988)
film noir,Cruising (1980)
film noir,Mulholland Drive (2001)
film noir,"Man Who Wasn't There, The (2001)"
film noir,Dressed to Kill (1980)
film noir,Separate Tables (1958)
film noir,"Big Heat, The (1953)"
film noir,Queen Bee (1955)
film noir,China Moon (1994)
film noir,Sleuth (1972)
film noir,My Favorite Brunette (1947)
film noir,Scarlet Street (1945)
film noir,Blade II (2002)
film noir,"After Dark, My Sweet (1990)"
film noir,Body and Soul (1947)
film noir,"Salton Sea, The (2002)"
film noir,Bob le Flambeur (1955)
film noir,The Big Sleep (1978)
film noir,Insomnia (2002)
film noir,Don't Bother to Knock (1952)
film noir,Rapid Fire (1992)
film noir,"Sorry, Wrong Number (1948)"
film noir,Ossessione (1943)
film noir,One Hour Photo (2002)
film noir,City by the Sea (2002)
film noir,"Man from Elysian Fields, The (2001)"
film noir,"Inquisitor, The (a.k.a. Under Suspicion) (Garde à vue) (1981)"
film noir,"Truth About Charlie, The (2002)"
film noir,"Big Knife, The (1955)"
film noir,Thief (1981)
film noir,"Last Seduction, The (1994)"
film noir,"Last Seduction II, The (1999)"
film noir,"Kiss Before Dying, A (1956)"
film noir,Fat City (1972)
film noir,"American Friend, The (Amerikanische Freund, Der) (1977)"
film noir,Dead Reckoning (1947)
film noir,"Moon-Spinners, The (1964)"
film noir,"Harder They Fall, The (1956)"
film noir,Pursued (1947)
film noir,"Unfaithful Wife, The (Femme infidèle, La) (1969)"
film noir,Hammett (1982)
film noir,"I, the Jury (1982)"
film noir,Still of the Night (1982)
film noir,"White Rose, The (Weiße Rose, Die) (1982)"
film noir,In a Lonely Place (1950)
film noir,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001)
film noir,City of Ghosts (2002)
film noir,Barton Fink (1991)
film noir,Experiment in Terror (1962)
film noir,You Only Live Once (1937)
film noir,"Embalmer, The (Imbalsamatore, L') (2002)"
film noir,"Double Life, A (1947)"
film noir,Tightrope (1984)
film noir,Sleeping with the Enemy (1991)
film noir,Sudden Fear (1952)
film noir,Tough Guys Don't Dance (1987)
film noir,In the Cut (2003)
film noir,Black Sunday (1977)
film noir,Chicago Joe and the Showgirl (1990)
film noir,"Cercle Rouge, Le (Red Circle, The) (1970)"
film noir,Final Analysis (1992)
film noir,New Jack City (1991)
film noir,"Night of the Hunter, The (1955)"
film noir,Diabolique (Les diaboliques) (1955)
film noir,"Killing of a Chinese Bookie, The (1976)"
film noir,Shoot the Piano Player (Tirez sur le pianiste) (1960)
film noir,"Cooler, The (2003)"
film noir,Odds Against Tomorrow (1959)
film noir,"Enforcer, The (1951)"
film noir,To Have and Have Not (1944)
film noir,High Sierra (1941)
film noir,Dark Passage (1947)
film noir,They Drive by Night (1940)
film noir,D.O.A. (1950)
film noir,No Good Deed (a.k.a. The House on Turk Street) (2002)
film noir,"Corbeau, Le (Raven, The) (1943)"
film noir,Pickup on South Street (1953)
film noir,"Late Show, The (1977)"
film noir,Young Adam (2003)
film noir,"Blue Gardenia, The (1953)"
film noir,"Samouraï, Le (Godson, The) (1967)"
film noir,Cat People (1942)
film noir,"Postman Always Rings Twice, The (1946)"
film noir,Undercurrent (1946)
film noir,Drunken Angel (Yoidore tenshi) (1948)
film noir,Stray Dog (Nora inu) (1949)
film noir,High and Low (Tengoku to jigoku) (1963)
film noir,"Killers, The (1946)"
film noir,I Am a Fugitive from a Chain Gang (1932)
film noir,Dahmer (2002)
film noir,Shock Corridor (1963)
film noir,Rush (1991)
film noir,"Razor's Edge, The (1946)"
film noir,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)"
film noir,While the City Sleeps (1956)
film noir,Purple Rain (1984)
film noir,Suddenly (1954)
film noir,Possessed (1947)
film noir,Johnny Eager (1942)
film noir,White Heat (1949)
film noir,"Hitcher, The (1986)"
film noir,Deep Cover (1992)
film noir,I'll Sleep When I'm Dead (2003)
film noir,Leave Her to Heaven (1945)
film noir,Crimetime (1996)
film noir,Gun Crazy (a.k.a. Deadly Is the Female) (1949)
film noir,"Set-Up, The (1949)"
film noir,This Gun for Hire (1942)
film noir,Black Angel (1946)
film noir,"Big Clock, The (1948)"
film noir,Criss Cross (1949)
film noir,Collateral (2004)
film noir,Past Midnight (1992)
film noir,Bad Education (La mala educación) (2004)
film noir,Blade: Trinity (2004)
film noir,Fury (1936)
film noir,"Petrified Forest, The (1936)"
film noir,"Roaring Twenties, The (1939)"
film noir,"Letter, The (1940)"
film noir,"Mask of Dimitrios, The (1944)"
film noir,Ministry of Fear (1944)
film noir,"Woman in the Window, The (1944)"
film noir,"Blue Dahlia, The (1946)"
film noir,"Dark Mirror, The (1946)"
film noir,Deception (1946)
film noir,"Stranger, The (1946)"
film noir,Nightmare Alley (1947)
film noir,Odd Man Out (1947)
film noir,"Two Mrs. Carrolls, The (1947)"
film noir,"Lady from Shanghai, The (1947)"
film noir,"Naked City, The (1948)"
film noir,They Live by Night (1949)
film noir,Clash by Night (1952)
film noir,Chase a Crooked Shadow (1958)
film noir,"Bad Sleep Well, The (Warui yatsu hodo yoku nemuru) (1960)"
film noir,"Killers, The (1964)"
film noir,"Naked Kiss, The (1964)"
film noir,Tokyo Drifter (Tôkyô nagaremono) (1966)
film noir,Branded to Kill (Koroshi no rakuin) (1967)
film noir,"Bride Wore Black, The (La mariée était en noir) (1968)"
film noir,Point Blank (1967)
film noir,Tony Rome (1967)
film noir,Marlowe (1969)
film noir,"Violent City (Family, The) (Città violenta) (1970)"
film noir,"Farewell, My Lovely (1975)"
film noir,Night Moves (1975)
film noir,Monsieur Hire (1989)
film noir,Moon 44 (1990)
film noir,Narrow Margin (1990)
film noir,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)
film noir,"Reflecting Skin, The (1990)"
film noir,State of Grace (1990)
film noir,"Kiss Before Dying, A (1991)"
film noir,Night and the City (1992)
film noir,Felidae (1994)
film noir,"Pure Formality, A (Pura formalità, Una) (1994)"
film noir,Thursday (1998)
film noir,Suzhou River (Suzhou he) (2000)
film noir,"Narrow Margin, The (1952)"
film noir,"Bigamist, The (1953)"
film noir,"Trou, Le (Hole, The) (Night Watch, The) (1960)"
film noir,Hands Off the Loot (Touchez pas au grisbi) (1954)
film noir,Purple Butterfly (Zi hudie) (2003)
film noir,Inferno (1953)
film noir,Night and the City (1950)
film noir,Dot the I (2003)
film noir,Fallen Angel (1945)
film noir,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958)
film noir,"Unfaithful, The (1947)"
film noir,Panic in the Streets (1950)
film noir,Call Northside 777 (1948)
film noir,Sin City (2005)
film noir,Blind Horizon (2003)
film noir,Ride the Pink Horse (1947)
film noir,Phantom Lady (1944)
film noir,Act of Violence (1948)
film noir,Road House (1948)
film noir,Batman Begins (2005)
film noir,"Racket, The (1951)"
film noir,"Outfit, The (1973)"
film noir,Conflict (1945)
film noir,Journey Into Fear (1943)
film noir,Baby Face (1933)
film noir,14 Hours (Fourteen Hours) (1951)
film noir,Dirty Money (Un flic) (1972)
film noir,Cast A Deadly Spell (1991)
film noir,"Key, The (1958)"
film noir,Kiss Kiss Bang Bang (2005)
film noir,"Bittersweet Life, A (Dalkomhan insaeng) (2005)"
film noir,Detective Story (1951)
film noir,Champion (1949)
film noir,Derailed (2005)
film noir,"Ice Harvest, The (2005)"
film noir,"Driver, The (1978)"
film noir,Kiss of Death (1947)
film noir,Beyond the Forest (1949)
film noir,House of Strangers (1949)
film noir,"Aura, The (Aura, El) (2005)"
film noir,Keeping Mum (2005)
film noir,Buried Alive (1990)
film noir,"Woman's Face, A (1941)"
film noir,Julie (1956)
film noir,"Mississippi Mermaid (Sirène du Mississipi, La) (1969)"
film noir,Running Scared (2006)
film noir,Stranger on the Third Floor (1940)
film noir,Lucky Number Slevin (2006)
film noir,Brick (2005)
film noir,Renaissance (2006)
film noir,"Glass Key, The (1942)"
film noir,Secret Beyond the Door (1948)
film noir,Beyond a Reasonable Doubt (1956)
film noir,"Seventh Victim, The (1943)"
film noir,Lady on a Train (1945)
film noir,Lady in the Lake (1947)
film noir,Marked Woman (1937)
film noir,"Public Eye, The (1992)"
film noir,"Bribe, The (1949)"
film noir,"Fallen Idol, The (1948)"
film noir,Desperate (1947)
film noir,Knock on Any Door (1949)
film noir,On Dangerous Ground (1952)
film noir,They Won't Believe Me (1947)
film noir,Compulsion (1959)
film noir,Born to Kill (1947)
film noir,36 Quai des Orfèvres (Department 36) (2004)
film noir,Blood on the Moon (1948)
film noir,Hollywoodland (2006)
film noir,"Black Dahlia, The (2006)"
film noir,Sirocco (1951)
film noir,Dillinger (1945)
film noir,Brute Force (1947)
film noir,13 Tzameti (2005)
film noir,I Wake Up Screaming (1941)
film noir,Something Wild (1961)
film noir,The Face Behind the Mask (1941)
film noir,"Good German, The (2006)"
film noir,Invisible Waves (2006)
film noir,Ladies in Retirement (1941)
film noir,"Not for or Against (Quite the Contrary) (Ni pour, ni contre (bien au contraire)) (2002)"
film noir,Damnation (Karhozat) (1987)
film noir,His Kind of Woman (1951)
film noir,No Way Out (1950)
film noir,Perfect Stranger (2007)
film noir,Disturbia (2007)
film noir,"Resurrected, The (1992)"
film noir,"Furies, The (1950)"
film noir,Thieves' Highway (1949)
film noir,Thr3e (Three) (2006)
film noir,Caught (1949)
film noir,Rise (2007)
film noir,Experiment Perilous (1944)
film noir,"Night of the Generals, The (1967)"
film noir,Death Sentence (2007)
film noir,Brighton Rock (1947)
film noir,House of Bamboo (1955)
film noir,We Own the Night (2007)
film noir,Gone Baby Gone (2007)
film noir,"Breaking Point, The (1950)"
film noir,"Reckless Moment, The (1949)"
film noir,Before the Devil Knows You're Dead (2007)
film noir,No Country for Old Men (2007)
film noir,"Desperate Hours, The (1955)"
film noir,Kansas City Confidential (1952)
film noir,Ricochet (1991)
film noir,Cassandra's Dream (2007)
film noir,Crime Zone (1989)
film noir,"Woman in White, The (1948)"
film noir,"Dark Knight, The (2008)"
film noir,"Aerial, The (La antena) (2007)"
film noir,Pulp (1972)
film noir,Redbelt (2008)
film noir,"Man Between, The (1953)"
film noir,"Window, The (1949)"
film noir,Where the Sidewalk Ends (1950)
film noir,"Honor Among Thieves (Adieu l'ami) (Farewell, Friend) (1968)"
film noir,Lonelyhearts (1958)
film noir,Angel Face (1952)
film noir,Borderline (1950)
film noir,Transsiberian (2008)
film noir,Watchmen (2009)
film noir,Blast of Silence (1961)
film noir,"Spirit, The (2008)"
film noir,Dead Man's Letters (Pisma myortvogo cheloveka) (1986)
film noir,"Tulse Luper Suitcases, Part 1: The Moab Story, The (2003)"
film noir,Max Payne (2008)
film noir,Zen Noir (2004)
film noir,"Long Night, The (1947)"
film noir,Boomerang (1947)
film noir,Decoy (1946)
film noir,Three Strangers (1946)
film noir,Singapore Sling (Singapore sling: O anthropos pou agapise ena ptoma) (1990)
film noir,"Unsuspected, The (1947)"
film noir,"Big Steal, The (1949)"
film noir,Night Has a Thousand Eyes (1948)
film noir,Illegal (1955)
film noir,"Square, The (2008)"
film noir,Border Incident (1949)
film noir,Union Station (1950)
film noir,Hangover Square (1945)
film noir,Crime Wave (1954)
film noir,"Man with Bogart's Face, The (1980)"
film noir,Moontide (1942)
film noir,Fade to Black (2006)
film noir,5 Against the House (1955)
film noir,"Limits of Control, The (2009)"
film noir,"File on Thelma Jordan, The (1950)"
film noir,Hustle (1975)
film noir,Public Enemies (2009)
film noir,"Mob, The (1951)"
film noir,Franklyn (2008)
film noir,Judas Kiss (1998)
film noir,Where Danger Lives (1950)
film noir,Second Wind (Le deuxième souffle) (Second Breath) (1966)
film noir,Mystery Street (1950)
film noir,Side Street (1949)
film noir,"Doulos, Le (1962)"
film noir,"Dark Corner, The (1946)"
film noir,Tension (1949)
film noir,Split Second (1953)
film noir,Scandal Sheet (1952)
film noir,Assassination of a High School President (2008)
film noir,"Shanghai Gesture, The (1941)"
film noir,"13th Letter, The (1951)"
film noir,99 River Street (1953)
film noir,Murder by Contract (1958)
film noir,Undercover Man (1949)
film noir,Moonrise (1948)
film noir,"Fallen Sparrow, The (1943)"
film noir,"Friends of Eddie Coyle, The (1973)"
film noir,Hickey and Boggs (1972)
film noir,Dead Time: Kala (2007)
film noir,Horsemen (2009)
film noir,Wicked City (Yôjû toshi) (1987)
film noir,Black Legion (1937)
film noir,Caged (1950)
film noir,"House on 92nd Street, The (1945)"
film noir,Two-Minute Warning (1976)
film noir,Harry Brown (2009)
film noir,MR 73 (a.k.a. The Last Deadly Mission) (2008)
film noir,I Was A Communist for the FBI (1951)
film noir,"Frightened City, The (1961)"
film noir,Zift (2008)
film noir,Out of the Fog (1941)
film noir,Night Train to Munich (1941)
film noir,Johnny Angel (1945)
film noir,Rancho Notorious (1952)
film noir,"Dirty Carnival, A (Biyeolhan geori) (2006)"
film noir,"Sniper, The (1952)"
film noir,"House on Telegraph Hill, The (1951)"
film noir,Edge of the City (1957)
film noir,Whirlpool (1949)
film noir,Gumshoe (1971)
film noir,Fear City (1984)
film noir,Crime of Passion (1958)
film noir,"Man from London, The (A Londoni férfi) (2007)"
film noir,Human Desire (1954)
film noir,"Lineup, The (1958)"
film noir,Affair in Trinidad (1952)
film noir,Underworld (1927)
film noir,Terribly Happy (Frygtelig lykkelig) (2008)
film noir,Deadly Circuit (Mortelle randonnée) (1983)
film noir,"Street with No Name, The (1948)"
film noir,"Phenix City Story, The (1955)"
film noir,"Missing Person, The (2009)"
film noir,"Classe Tous Risques (Big Risk, The) (1960)"
film noir,Rogue Cop (1954)
film noir,Party Girl (1958)
film noir,Rubber (2010)
film noir,Eastern Drift (Indigène d'Eurasie) (2010)
film noir,Dial 1119 (1950)
film noir,Flamingo Road (1949)
film noir,M (1951)
film noir,Underworld U.S.A. (1961)
film noir,London Boulevard (2010)
film noir,"Verdict, The (1946)"
film noir,"Man I Love, The (1947)"
film noir,Nightfall (1957)
film noir,Soo (Art of Revenge) (2007)
film noir,New York Confidential (1955)
film noir,Trouble in Mind (1985)
film noir,Seven Thieves (1960)
film noir,Blues in the Night (1941)
film noir,Phone Call from a Stranger (1952)
film noir,"Prowler, The (1951)"
film noir,"Girl by the Lake, The (La ragazza del lago) (2007)"
film noir,Christmas Holiday (1944)
film noir,"Rise and Fall of Legs Diamond, The (1960)"
film noir,Riot in Cell Block 11 (1954)
film noir,Rage in Heaven (1941)
film noir,"Assassin Next Door, The (Kirot) (2009)"
film noir,I Became a Criminal (They Made Me a Fugitive) (1947)
film noir,Dark City (1950)
film noir,Pushover (1954)
film noir,City Streets (1931)
film noir,"Crimson Kimono, The (1959)"
film noir,Vice (2008)
film noir,"Woman on the Beach, The (1947)"
film noir,"Racket, The (1928)"
film noir,"Man from Nowhere, The (Ajeossi) (2010)"
film noir,Born to Be Bad (1950)
film noir,Jeopardy (a.k.a. A Woman in Jeopardy) (1953)
film noir,Hollow Triumph (a.k.a. The Scar) (1948)
film noir,"Double Hour, The (La doppia ora) (2009)"
film noir,He Ran All the Way (1951)
film noir,The Thief (1952)
film noir,Pale Flower (Kawaita hana) (1964)
film noir,Green Fish (Chorok mulkogi) (1997)
film noir,Cornered (1945)
film noir,Drive (2011)
film noir,Vice Squad (1953)
film noir,Deadfall (1993)
film noir,Tight Spot (1955)
film noir,Good Neighbours (a.k.a. Good Neighbors) (2010)
film noir,Follow Me Quietly (1949)
film noir,Tinker Tailor Soldier Spy (2011)
film noir,"Sleep, My Love (1948)"
film noir,My Name Is Julia Ross (1945)
film noir,No habrá paz para los malvados (2011)
film noir,House by the River (1950)
film noir,"Killer Is Loose, The (1956)"
film noir,Brighton Rock (2010)
film noir,Radioactive Dreams (1985)
film noir,"Great Flamarion, The (1945)"
film noir,"Criminal, The (a.k.a. Concrete Jungle) (1960)"
film noir,Shanghai (2010)
film noir,"Suspect, The (1944)"
film noir,Bullet to the Head (2012)
film noir,Pitfall (1948)
film noir,Shockproof (1949)
film noir,Private Hell 36 (1954)
film noir,"Las Vegas Story, The (1952)"
film noir,One of Our Dinosaurs Is Missing (1975)
film noir,City of Fear (1959)
film noir,Last Exit (2003)
film noir,"Big Night, The (1951)"
film noir,Columbus Circle (2012)
film noir,"Steel Trap, The (1952)"
film noir,Appointment with Danger (1951)
film noir,Vares: The Kiss of Evil (Vares - Pahan suudelma) (2011)
film noir,"Lawless, The (1950)"
film noir,"Koruto wa ore no pasupooto (Colt Is My Passport, A) (1967)"
film noir,Cruel Gun Story (Kenjû zankoku monogatari) (1964)
film noir,Dick Tracy vs. Cueball (1946)
film noir,I Am Waiting (Ore wa matteru ze) (1957)
film noir,"Walk Softly, Stranger (1950)"
film noir,Rusty Knife (Sabita naifu) (1958)
film noir,Portrait in Black (1960)
film noir,"Sound of Fury, The (1950)"
film noir,Lightning Strikes Twice (1951)
film noir,Witness to Murder (1954)
film noir,Cry Wolf (1947)
film noir,"Sleeping Car Murder, The (Compartiment tueurs) (1965)"
film noir,Foreign Intrigue (1956)
film noir,Blonde Ice (1948)
film noir,Broken City (2013)
film noir,"Counterfeit Coin, The (Istoria mias kalpikis liras) (1955)"
film noir,No Man of Her Own (1950) 
film noir,Universal Soldier: Day of Reckoning (2012)
film noir,Spring Breakers (2013)
film noir,Trance (2013)
film noir,Yesterday Was a Lie (2008)
film noir,"Verlorene, Der (Lost One, The) (1951)"
film noir,Pawn (2013)
film noir,"Blueprint for Murder, A (1953)"
film noir,Only God Forgives (2013)
film noir,Armored Car Robbery (1950)
film noir,"Cry in the Night, A (1956)"
film noir,"Glass Web, The (1953)"
film noir,Colorado Territory (1949)
film noir,711 Ocean Drive (1950)
film noir,On the Job (2013)
film noir,Calling Dr. Death (1943)
film noir,Escape From Tomorrow (2013)
film noir,Berlin Express (1948)
film noir,"Blood Relatives (Liens de sang, Les) (1978)"
film noir,"Glass Agency, The (Ajans-E Shisheh-I) (1999)"
film noir,Here Without Me (Inja bedoone man) (2011)
film noir,Allotment Wives (1945)
film noir,Rhino Season (Fasle kargadan) (2012) 
film noir,Nobody Lives Forever (1946)
film noir,"Single Shot, A (2013)"
film noir,Cowboy Bebop (1998)
film noir,Bewitched (Alter Ego) (1945)
film noir,"Black Coal, Thin Ice (Bai ri yan huo) (2014)"
film noir,Black Hand (1950)
film noir,"Bag Man, The (2014)"
film noir,Les Lyonnais (2011)
film noir,Série noire (1979)
film noir,Cold in July (2014)
film noir,"Second Woman, The (1950)"
film noir,"Signal, The (Señal, La) (2007)"
film noir,New Orleans Uncensored (1955)
film noir,Crack-Up (1946)
film noir,Paid (1930)
film noir,"Brasher Doubloon, The (1947)"
film noir,Backfire (1950)
film noir,Human Capital (Il capitale umano) (2013)
film noir,Blackout (Murder by Proxy) (1954)
film noir,Brainstorm (1965)
film noir,I See a Dark Stranger (1946)
film noir,"Woman's Secret, A (1949)"
film noir,Crossroads (1942)
film noir,Sin City: A Dame to Kill For (2014)
film noir,Fingers at the Window (1942)
film noir,"Dangerous Profession, A (1949)"
film noir,"Drop, The (2014)"
film noir,Carry on Spying (Agent Oooh!) (1964)
film noir,Cast a Dark Shadow (Angel) (1955)
film noir,Cause for Alarm! (1951)
film noir,"Girl on the Train, The (2013)"
film noir,"Bullet for Joey, A (1955)"
film noir,Stranger on the Prowl (Imbarco a mezzanotte) (1952)
film noir,"Brothers Rico, The (1957)"
film noir,Nightcrawler (2014)
film noir,Cry of the City (1948)
film noir,Deadline at Dawn (1946)
film noir,"Give 'em Hell, Malone (2009)"
film noir,The Beast of the City (1932)
film noir,Johnny Apollo (1940)
film noir,Legacy of Rage (1986)
film noir,Somewhere in the Night (1946)
film noir,Man on High Heels (2014)
film noir,Never a Dull Moment (1968)
film noir,The Cheat (1950)
film noir,Night Court (1932)
film noir,The Amazing Dr. Clitterhouse (1938)
film noir,Shock (1946)
film noir,Storm Warning (1951)
film noir,I Love Trouble (1948)
film noir,The Smiling Ghost (1941)
film noir,Stolen Face (1952)
film noir,The Woman on Pier 13 (1949)
film noir,The Burglar (1957)
film noir,Station West (1948)
film noir,The Divine Move (2014)
film noir,La Bandera (1935)
film noir,The Blue Room (2014)
film noir,Long Hello and Short Goodbye (1999)
film noir,Night Editor (1946)
film noir,The Devil Thumbs a Ride (1947)
film noir,Intimidation (1960)
film noir,The Well (1951)
film noir,1 (2014)
film noir,Perez. (2014)
film noir,A Fugitive from the Past (1965)
film noir,"Lodger, The (1944)"
imax,Wings of Courage (1995)
imax,Across the Sea of Time (1995)
imax,Apollo 13 (1995)
imax,"Lion King, The (1994)"
imax,Beauty and the Beast (1991)
imax,Everest (1998)
imax,Fantasia 2000 (1999)
imax,Wolves (1999)
imax,T-Rex: Back to the Cretaceous (1998)
imax,Michael Jordan to the Max (2000)
imax,More (1998)
imax,Haunted Castle (2001)
imax,Africa: The Serengeti (1994)
imax,Alaska: Spirit of the Wild (1997)
imax,Encounter in the Third Dimension (1999)
imax,Siegfried & Roy: The Magic Box (1999)
imax,Destiny in Space (1994)
imax,Hail Columbia! (1982)
imax,Mission to Mir (1997)
imax,Titanica (1992)
imax,Star Wars: Episode II - Attack of the Clones (2002)
imax,Treasure Planet (2002)
imax,Ghosts of the Abyss (2003)
imax,"Matrix Reloaded, The (2003)"
imax,"Matrix Revolutions, The (2003)"
imax,Harry Potter and the Prisoner of Azkaban (2004)
imax,Spider-Man 2 (2004)
imax,"Polar Express, The (2004)"
imax,Shackleton's Antarctic Adventure (2001)
imax,Charlie and the Chocolate Factory (2005)
imax,Aliens of the Deep (2005)
imax,Robots (2005)
imax,Batman Begins (2005)
imax,Harry Potter and the Goblet of Fire (2005)
imax,Deep Sea 3D (2006)
imax,Chronos (1985)
imax,V for Vendetta (2006)
imax,Poseidon (2006)
imax,Superman Returns (2006)
imax,Night at the Museum (2006)
imax,"Ant Bully, The (2006)"
imax,Open Season (2006)
imax,Happy Feet (2006)
imax,300 (2007)
imax,Spider-Man 3 (2007)
imax,Transformers (2007)
imax,Harry Potter and the Order of the Phoenix (2007)
imax,Beowulf (2007)
imax,I Am Legend (2007)
imax,U2 3D (2007)
imax,"Spiderwick Chronicles, The (2008)"
imax,"Dark Knight, The (2008)"
imax,Shine a Light (2008)
imax,Speed Racer (2008)
imax,Kung Fu Panda (2008)
imax,Watchmen (2009)
imax,Fly Me to the Moon (2008)
imax,Eagle Eye (2008)
imax,Madagascar: Escape 2 Africa (2008)
imax,"Living Sea, The (1995)"
imax,"Day the Earth Stood Still, The (2008)"
imax,Monsters vs. Aliens (2009)
imax,Star Trek (2009)
imax,Night at the Museum: Battle of the Smithsonian (2009)
imax,Transformers: Revenge of the Fallen (2009)
imax,Harry Potter and the Half-Blood Prince (2009)
imax,Cloudy with a Chance of Meatballs (2009)
imax,Where the Wild Things Are (2009)
imax,Michael Jackson's This Is It (2009)
imax,"Christmas Carol, A (2009)"
imax,Avatar (2009)
imax,Alice in Wonderland (2010)
imax,How to Train Your Dragon (2010)
imax,Iron Man 2 (2010)
imax,Prince of Persia: The Sands of Time (2010)
imax,Toy Story 3 (2010)
imax,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010)
imax,"Twilight Saga: Eclipse, The (2010)"
imax,Inception (2010)
imax,Resident Evil: Afterlife (2010)
imax,IMAX: Hubble 3D (2010)
imax,Legend of the Guardians: The Owls of Ga'Hoole (2010)
imax,Paranormal Activity 2 (2010)
imax,Megamind (2010)
imax,Harry Potter and the Deathly Hallows: Part 1 (2010)
imax,Tangled (2010)
imax,Tron: Legacy (2010)
imax,"Green Hornet, The (2011)"
imax,Cowboys & Aliens (2011)
imax,Sanctum (2011)
imax,I Am Number Four (2011)
imax,Mars Needs Moms (2011)
imax,Sucker Punch (2011)
imax,Thor (2011)
imax,"Fast Five (Fast and the Furious 5, The) (2011)"
imax,Pirates of the Caribbean: On Stranger Tides (2011)
imax,Kung Fu Panda 2 (2011)
imax,Super 8 (2011)
imax,Transformers: Dark of the Moon (2011)
imax,Cars 2 (2011)
imax,Harry Potter and the Deathly Hallows: Part 2 (2011)
imax,Final Destination 5 (2011)
imax,Contagion (2011)
imax,"Avengers, The (2012)"
imax,Real Steel (2011)
imax,Beginning of the Great Revival (a.k.a. The Founding of a Party) (2011)
imax,Puss in Boots (2011)
imax,"Adventures of Tintin, The (2011)"
imax,Happy Feet Two (2011)
imax,"Dark Knight Rises, The (2012)"
imax,"Bourne Legacy, The (2012)"
imax,Mission: Impossible - Ghost Protocol (2011)
imax,Underworld: Awakening (2012)
imax,Journey 2: The Mysterious Island (2012)
imax,"Flying Swords of Dragon Gate, The (Long men fei jia) (2011)"
imax,Dr. Seuss' The Lorax (2012)
imax,John Carter (2012)
imax,Wrath of the Titans (2012)
imax,Battleship (2012)
imax,Dark Shadows (2012)
imax,Men in Black III (M.III.B.) (M.I.B.³) (2012)
imax,Prometheus (2012)
imax,Madagascar 3: Europe's Most Wanted (2012)
imax,Rock of Ages (2012)
imax,"Amazing Spider-Man, The (2012)"
imax,Skyfall (2012)
imax,Resident Evil: Retribution (2012)
imax,Frankenweenie (2012)
imax,Paranormal Activity 4 (2012)
imax,Tai Chi Zero (2012)
imax,Cloud Atlas (2012)
imax,Life of Pi (2012)
imax,"Twilight Saga: Breaking Dawn - Part 2, The (2012)"
imax,Rise of the Guardians (2012)
imax,"Hobbit: An Unexpected Journey, The (2012)"
imax,Aftershock (Tangshan dadizhen) (2010)
imax,Cirque du Soleil: Worlds Away (2012)
imax,"Misérables, Les (2012)"
imax,Born to Be Wild (2011)
imax,Hansel & Gretel: Witch Hunters (2013)
imax,Chinese Zodiac (Armour of God III) (CZ12) (2012)
imax,"Good Day to Die Hard, A (2013)"
imax,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013)
imax,Jack the Giant Slayer (2013)
imax,G.I. Joe: Retaliation (2013)
imax,Oz the Great and Powerful (2013)
imax,Oblivion (2013)
imax,To the Arctic (2012)
imax,"Grandmaster, The (Yi dai zong shi) (2013)"
imax,Iron Man 3 (2013)
imax,Star Trek Into Darkness (2013)
imax,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)"
imax,After Earth (2013)
imax,Man of Steel (2013)
imax,Pacific Rim (2013)
imax,World War Z (2013)
imax,Elysium (2013)
imax,Despicable Me 2 (2013)
imax,White House Down (2013)
imax,Back to 1942 (2012) 
imax,"Lone Ranger, The (2013)"
imax,Tai Chi Hero (2012)
imax,Man of Tai Chi (2013)
